Chargecode,Description,CPT/HCPCS,Fee
25670,"RADIO-CARPAL OR INTERCARPAL DISL, CLOSED OR OPEN, OPEN RED",25670,"7,799.00"
25671,PIN RADIOULNAR DISLOCATION-FAC,25671,"7,799.00"
25675,*TREATMENT OF CLOSED DISTAL RADIOULNAR DISLOC W/MANIP-TECH,25675,900.00
25676,OPEN TREATMENT OF CLOSED/OPEN DISTAL RADIOULNAR DISLOC,25676,"16,528.00"
25680,"TRTMNT OF CLSD TRNS-SCPHOPERILUNAR FX DISLOC,W/MANIP-TECH",25680,816.00
25685,TRANSSCAPHOPERILUNAR FX DISLOCATION CLOASED OR OPEN,25685,"7,799.00"
25690,"*TREATMENT OF LUNATE DISLOCATION,W/MANIPULATION--FAC",25690,"3,771.00"
25695,REPAIR WRIST DISLOCATION--FAC,25695,"16,528.00"
25800,ARTHRODESIS WRIST JOINT WITHOUT BONE GRAFT--FAC,25800,"18,170.00"
25805,"ARTHRODESIS, WRIST JOINT; WITH SLIDING GRAFT--FAC",25805,"18,170.00"
25810,"ARTHRODESIS, WRIST JOINT W ILIAC OR OTHER BONE GRAFT--FAC",25810,"29,843.00"
25820,INTERCARPAL FUSION;WITHOUT BONE GRAFT--FAC,25820,"16,528.00"
25825,INTERCARPAL FUSION;W/AUTOGENOUS BONE GRAFT--FAC,25825,"20,715.00"
25830,DISTAL RADIOULNAR JNT ARTHRODESIS & SEGMENTAL RESEC OF ULNA,25830,"16,528.00"
25907,AMPUTATION FOLLOW - UP SURGERY --FAC,25907,"7,799.00"
25922,AMPUTATE HAND AT WRIST--FAC,25922,"4,773.00"
25929,AMPUTATION FOLLO UP SURGERY - FAC,25929,"5,610.00"
25931,AMPUTATION FOLLOW UP SURGERY,25931,"7,799.00"
25999,UNLISTED PROCEDURE FOREARM OR WRIST--FAC,25999,816.00
26010,*DRAINAGE OF FINGER ABSCESS-SIMPLE--FAC,26010,590.00
26011,"I&D FINGER ABSCESS, COMPLICATED (EG FELON)--FAC",26011,"3,974.00"
26020,"*DRAINAGE OF TENDON SHEATH,ONE DIGIT AND/OR PALM--FAC",26020,"7,799.00"
26025,"DRAINAGE OF PALMAR, SINGLE BURSA - FAC",26025,"4,061.00"
26030,DRAINAGE OF PALM BURSA(S)--FAC,26030,"7,799.00"
26034,"*INCISION,DEEP,W/OPENING OF BONE CORTEX,HAND OR FINGER--FAC",26034,"4,061.00"
26035,DECOMPRESSION FINGERS/HAND--FAC,26035,"4,061.00"
26037,"*DECOMPRESSIVE FASCIOTOMY,HAND--FAC",26037,"4,061.00"
26040,"FASCIOTOMY, PALMAR, PERCUT- FAC",26040,"3,958.00"
26045,"FASCIOTOMY,PALMAR,FOR DUPUYTRENS CONTRACTURE-OPEN,PARTIAL",26045,"7,799.00"
26055,TENDON SHEATH INCISN - FAC,26055,"3,980.00"
26060,"*TENOTOMY,SUBCUTANEOUS,SINGLE,EACH DIGIT--FAC",26060,"3,980.00"
26070,"ARTHRTMY FOR EXP,DRAIN/RMV FORGN BDY,CARPMETACARPAL JNT-TECH",26070,"3,980.00"
26075,ARTHROTOMY W/+ EXPLORATION--FAC,26075,"7,799.00"
26080,"ARTHROTOMY,REMOVAL F.B.,INTERPHALANGEAL JOINT--FAC",26080,"4,238.00"
26100,*ARTHROTOMY FOR SYNOVIAL BIOPSY-CARPOMETACARPAL JOINT--FAC,26100,"7,799.00"
26105,BIOPSY FINGER JNT LINING--FAC,26105,"7,799.00"
26110,"ARTHROTOMY FOR SYNOVIAL BIOPSY, INTERPHALANGEAL JOINT,EACH",26110,"3,686.00"
26111,EXC HAND LES SC GT 1.5 CM - FAC,26111,"6,051.00"
26113,EXC HAND TUM DEEP GT 1.5 CM - FAC,26113,"5,979.00"
26115,"EXC TUMOR OR VASC MALFORM HAND/FINGER-SUBQ, LESS THAN 1.5CM",26115,"4,399.00"
26116,"EXC TUMOR/VASC MLFRM/SOFT TISS OF HAND/FNGR,LESS THAN 1.5CM",26116,"3,855.00"
26117,"*RADICAL RESECT OF TUMOR,SOFT TISS HAND/FINGER,LESS THAN 3C",26117,"6,854.00"
26118,EXC HAND TUM RA GTE 3 CM - FAC,26118,"6,854.00"
26121,"FASCIETOMY,PALMAR,W/WO Z-PLASTY,TISSUE REARRANGE OR GRAFT",26121,"8,178.00"
26123,"FASCIETOMY,PRTL PALMAR RLS OF DGT INCL PROX INTERPHAL JNT",26123,"9,888.00"
26125,"FASCIECTOMY,PARTIAL PALMAR EXC W/RELEASE OF EACH ADDL DIGIT",26125,"2,150.00"
26130,"*SYNOVECTOMY,CARPOMETACARPAL JOINT--FAC",26130,"7,799.00"
26135,"SYNOVECTOMY METACARPOPHALANGEAL JNT,INTRINS RLS EXTENSR",26135,"7,799.00"
26140,"SYNOVECTOMY, INTERPHALANGEAL JOINT, EACH",26140,"3,980.00"
26145,"*SYNOVECTOMY TENDON SHEATH,RADICAL,FLEXOR,FINGER/PALM",26145,"4,874.00"
26160,"EXCISION LESION OF TENDON SHEATH OR CAPSULE, HAND OR FINGER",26160,"4,884.00"
26170,"EXCISION OF TENDON,PALM,FLEXOR,EXTENSOR, SINGLE, EACH-FAC",26170,"3,980.00"
26180,"EXCISION OF TENDON, FINGER, FLEXOR, EXTENSOR, EACH-FAC",26180,"4,061.00"
26185,"SESAMOIDECTOMY, THUMB OR FINGER (SEP PROC)-FAC",26185,"3,980.00"
26200,EXC OF CURETTAGE OF BONE CYST/BENIGN TUMOR OF METACARPAL,26200,"4,061.00"
26205,EXCISION/CURETTAGE OF BONE CYST/BENIGN TUMOR METACARPAL,26205,"16,528.00"
26210,EXC/CURET OF BONE CYST/BGN TMR OF PROXIM OR DISTL PHLNX FNGR,26210,"3,757.00"
26215,"EXCISION/CURETTAGE OF CYST OR BENIGN TUMOR,METACARP,W/GRAFT",26215,"7,799.00"
26230,*PARTIAL EXCISION OF BONE-METACARPAL--FAC,26230,"7,799.00"
26235,PARTIAL EXC OF BONE-PROXIMAL OR MIDDLE PHALANX OR FINGER,26235,"3,980.00"
26236,EXCISION OF BONE PARTIAL FOR OSTEOMYELITIS DISTAL PHALANX,26236,"3,980.00"
26250,"*RADICAL RESECTION (OSTECTOMY) FOR TUMOR,METACARPAL--FAC",26250,"4,061.00"
26260,EXTENSIVE FINGR SURG--FAC,26260,"7,799.00"
26262,"RAD RESECTION(OSTECTOMY) FOR TUMOR,DISTAL PHALANX OF FINGER",26262,"4,061.00"
26320,*REMOVAL OF IMPLANT FROM FINGER OR HAND--FAC,26320,"3,974.00"
26340,MANIPULATE FINGER W/ANESTH-FAC,26340,"3,980.00"
26341,MANIPULAT PALM CORD POST INJ - FAC,26341,816.00
26350,"REPR FLEXOR, IN ZONE 2,PRIM OR 2ND W/O FREE GRFT, EA TEDON",26350,"7,304.00"
26352,FLEXOR TENDON REPAIR WITH FREE GRAFT--FAC,26352,"7,622.00"
26356,"*FLEXOR TENDON REPAIR OR ADVANCEMENT,SNGL,PRIMARY,EACH-TECH",26356,"8,765.00"
26357,"FLEXOR TENDON REPAIR OR ADVANCEMENT,SINGLE,IN NO MANS LAND",26357,"7,799.00"
26358,"FLEXOR TENDON REPAIR/ADVANCEMENT,SECNDRY W/FREE GRAFT",26358,"7,622.00"
26370,"PROFUNDUS TENDON RPR OR ADVANCEMENT,W/INTCT SUBLIMIS-PRIM",26370,"7,799.00"
26372,REPAIR/GRAFT HAND TENDON--FAC,26372,"16,528.00"
26373,REPAIR FINGER/HAND TENDON--FAC,26373,"7,799.00"
26390,"EXC FLEXOR W IMPLATATN FOR DELAYED GRFT,HAND/FINGR,EA ROD",26390,"16,528.00"
26392,"REMVL SYNTHETIC ROD/INSRT FLEXOR TENDN GRFT, HAND/FINGR",26392,"16,528.00"
26410,"REPR, EXTENSOR TENDON,HAND,PRIM OR SECOND W/O FREE GRAFT",26410,"4,832.00"
26412,"TENDON REPAIR OR ADVANCEMENT,EXTENSOR,DORSUM OF HAND,W/GRAFT",26412,"7,799.00"
26415,"EXCISION, HAND/FINGER TENDON--FAC",26415,"6,351.00"
26416,GRAFT HAND OR FINGER TENDON--FAC,26416,"7,799.00"
26418,"RPR, EXTENSOR TENDON, FINGER,PRIM OR SECOND W/O FREE GRFT",26418,"3,980.00"
26420,"EXTENSOR TENDON RPR,DORSUM FINGER,SNGL,PRIM/2ND,W/FREE GRFT",26420,"7,799.00"
26426,"RPR EXTENSOR TENDN, CENTRL SLIP,2NDARY, LOCL TISS, EA FINGR",26426,"7,622.00"
26428,"*EXTENSOR TENDON REPAIR,CENTRAL SLIP REP,2NDARY,W/FREE GRAFT",26428,"7,799.00"
26432,"*EXTENSOR TENDON REPR,DISTAL INSRT,CLOSED,SPLINT",26432,"3,980.00"
26433,"RPR OF EXTENSR TENDON, DISTAL INSRT, PRIM OR 2NDARY,W/O GRFT",26433,"7,799.00"
26434,REPAIR/GRAFT FINGER TENDON--FAC,26434,"7,799.00"
26437,"*EXTENSOR TENDON REALIGNMENT,HAND--FAC",26437,"4,061.00"
26440,"*TENOLYSIS,SMPL,FLEXOR TENDON,PALM OR FINGER,EA TENDON-TECH",26440,"3,980.00"
26442,"TENOLYSIS,SIMPLE,FLEXOR TENDON-PALM AND FINGER,EACH TENDON",26442,"7,799.00"
26445,"TENOLYSIS,EXTENSOR TENDON,DORSUM OF HAND/FINGER,EA TENDON",26445,"7,799.00"
26449,"TENOLYSIS, COMPLX, EXTNSR, FINGER, INCL FOREARM, EA TENDON",26449,"7,799.00"
26450,"*TENOTOMY,FLEXOR,SINGLE,PALM,OPEN,EACH--FAC",26450,"7,799.00"
26455,INCISION OF FINGER TENDON--FAC,26455,"4,238.00"
26460,INCISE HAND/FINGER TENDON--FAC,26460,"3,980.00"
26471,"TENODESIS, OF PROXIMAL INTERPHALANG JOINT, EA JOINT-FAC",26471,"7,799.00"
26474,*TENODESIS-FOR DISTAL JOINT STABILIZATION--FAC,26474,"3,721.00"
26476,TENDON LENGTHENING--FAC,26476,"4,061.00"
26477,"TENDON SHORTENING, EXTENSOR, SINGLE, EA--FAC",26477,"7,799.00"
26478,LENGTHENING OF HAND TENDON--FAC,26478,"7,799.00"
26479,SHORTENING OF HAND TENDON--FAC,26479,"3,980.00"
26480,"TENDON TRANSFER/TRANSPLANT, CARPOMETACARPAL OR DORSUM--FAC",26480,"7,799.00"
26483,"TENDON TRANSFER OR TRANSPLANT,W/TENDON GRAFT",26483,"7,622.00"
26485,"TENDON TRANSFER OR TRANSPLANT, PALMAR SINGLE--FAC",26485,"7,799.00"
26489,"TENDON TRSFR/TRNSPLANT,PALMAR,SNGL,EA W/FREE TENDON GRAFT",26489,"7,799.00"
26490,REVIS THUMB TENDON--FAC,26490,"7,799.00"
26492,OPPONENS PLASTY (TRSFR)SUBLIMIS TENDON TRSFR TYPE W/GRAFT,26492,"7,799.00"
26494,HAND TENDON/MUSCLE TRANSFER--FAC,26494,"7,799.00"
26496,REVISE THUMB TENDON - FAC,26496,"7,799.00"
26497,"TENDON TRSFR TO RESTORE INTRINSIC FUNC,RING & SMALL FINGER",26497,"7,799.00"
26498,FINGER TENDON TRANSFER--FAC,26498,"7,799.00"
26499,"CORRECTION CLAW FINGER, OTHER METHODS--FAC",26499,"6,351.00"
26500,*TENDON PULLEY RECONSTRUCTION-W/LOCAL TISSUES--FAC,26500,"16,528.00"
26502,HAND TENDON RECONSTRCT--FAC,26502,"7,799.00"
26508,RELEASE THUMB CONTRACTURE--FAC,26508,"7,799.00"
26510,"CROSS INTRISIC TRANSFER, EACH TENDON -FAC",26510,"7,799.00"
26516,CAPSULODESIS FOR METACARPOPHALANGEAL JOINT STABILIZATION,26516,"7,241.00"
26517,FUSION OF KNUCKLE JOINTS--FAC,26517,"7,799.00"
26518,CAPSULODESIS METACARPOPHALANGEAL JOINT STABILIZTN 3-4FNGRS,26518,"7,799.00"
26520,"CAPSULECTOMY FOR CONTRACTURE METACARPOPHALANGEAL JOINT,SNGL",26520,"7,799.00"
26525,CAPSULECTOMY FOR CONTRACTURE INTERPHALANGEAL JOINT SINGLE,26525,"5,801.00"
26530,"ARTHROPLASTY, METACARPOPHALANGEAL JOINT, SINGLE--FAC",26530,"11,120.00"
26531,ARTHROPLASTY METACARPOPHALANGEAL JOINT W/PROSTHETIC IMPLNT,26531,"16,528.00"
26535,"*ARTHROPLASTY INTERPHALANGEAL JOINT-SINGLE,EACH--FAC",26535,"9,186.00"
26536,ARTHROPLASTY INTERPHALANGEAL JOINT WITH PROSTHETIC IMPLANT,26536,"16,528.00"
26540,"RPR OF COLLAT LIG, METACARPOPHALANGEAL/INTERPHALANGEAL JNT",26540,"7,799.00"
26541,"RECONSTRUCTION,COLLATERAL LIGAMENT,W/TENDON OF FASCIAGRAFT",26541,"7,799.00"
26542,"RPR OF COLLATERAL LIGAMENT,METACARPOPHALANGEAL JNT,W/LCL TIS",26542,"7,799.00"
26545,"RCSTRC COLLATERAL LIGAMENT,INTERPHALANGEAL JNT,SGL,INCL GRFT",26545,"7,241.00"
26546,"REP NON-UNION,METACARPAL/PHALANX(INCL OBTAINING BONE GRAFT",26546,"16,528.00"
26548,"RPR & RECONSTRUCTION,FNGR,VOLAR PLATE,INTERPHALANGEAL JOINT",26548,"7,799.00"
26550,CONSTRUCT THUMB REPLACEMENT--FAC,26550,"7,799.00"
26555,POSITIONAL CHANGE OF FINGER--FAC,26555,"16,528.00"
26560,"REPAIR OF SYNDACTYLY EA WEB SPACE, WITH SKIN FLAPS-FAC",26560,"3,980.00"
26561,REPAIR OF WEB FINGER -  FAC,26561,"7,799.00"
26562,REPAIR OF  WEB FINGER - ETCH,26562,"7,799.00"
26565,*OSTEOTOMY FOR CORRECTION OF DEFORMITY-METACARPAL--FAC,26565,"7,799.00"
26567,OSTEOTOMY FOR CORRECTION OF DEFORMITY PHALANX--FAC,26567,"7,799.00"
26568,LENGTHEN METACARPAL/FINGER--FAC,26568,"16,528.00"
26580,REPAIR HAND DEFORMITY--FAC,26580,"7,799.00"
26587,"RECONSTRUCT OF POLYDACTYLOUS DIGIT, SOFT TISSUE AND BONE",26587,"7,799.00"
26590,"REPAIR MACRODACTYLIA, EACH DIGIT -FAC",26590,"3,980.00"
26591,"*REPAIR,INTRINSIC MUSCLES OF HAND (SPECIFY)--FAC",26591,"6,351.00"
26593,"*RELEASE,INTRINSIC MUSCLES OF HAND (SPECIFY)--FAC",26593,"7,799.00"
26596,EXCISION CONSTRICTING TISSUE--FAC,26596,"7,799.00"
26600,"TMT OF CLOSED METACARPAL FRACTURE,SNGL,W/O MANIP,EA BONE",26600,816.00
26605,METACARPAL FX--FAC,26605,818.00
26607,"TRTMNT OF CLSD METCRPAL FX,SNGL,W/MNIP,W/SKLETL FIX,EA-TECH",26607,"4,337.00"
26608,PERCUTANEOUS SKELETAL FIXATION OF METACARPAL FRACTURE,26608,"7,799.00"
26615,"OPEN TMT OF OPEN/CLOSED METACARPAL FX,SNGL,W/WO SKELETAL FIX",26615,"11,545.00"
26641,TREAT THUMB DISLOCATION--FAC,26641,816.00
26645,CARPO-MC FX--FAC,26645,"3,980.00"
26650,CARPOMETACARPAL FRACTURE CLOSED WITH SKELETAL FIXATION--FAC,26650,"7,799.00"
26665,CARPOMETACARPAL FX CLOSED/OPEN REDUCTION W/WO SKELETAL FIX,26665,"12,152.00"
26670,"CARPONETACARPL DISLOCAT, OTHR THN THUMB, W MANIPULAT",26670,816.00
26675,TREAT HAND DISLOCATION--FAC,26675,"3,980.00"
26676,"TRMT OF CLSD CARPOMETACARPAL DISLOC,SNGL,W/MANIP&PERC PINING",26676,"7,799.00"
26685,CARPOMETACARPAL DISLOCATION CLOSED/OPEN OPEN REDUCTION,26685,"7,799.00"
26686,"OPEN TREATMENT OF CARPOMETACARPAL DISLOC,CMPLX",26686,"16,006.00"
26700,TREAT KNUCKLE DISLOCATION--FAC,26700,900.00
26705,TREAT MCP DISLOC W/ANES--FAC,26705,"3,980.00"
26706,PIN KNUCKLE DISLOCATION--FAC,26706,"7,799.00"
26715,"OPEN TMT OF CLOSED/OPEN METACARPOPHALANGEAL DISLOC,SNGL",26715,"8,553.00"
26720,"TREAT FINGER FRACTURE, EA--FAC",26720,816.00
26725,PHALANX FX--FAC,26725,"1,060.00"
26727,TREATMENT PHALANGEAL FX--FAC,26727,"8,102.00"
26735,"OPEN TREATMENT PHALANGEAL SHAFT FX,PROX/MID PHLNX,FNGR/THMB",26735,"7,799.00"
26740,"TREAT FINGER FRACTURE, EACH - FAC",26740,816.00
26742,"TRT CLSD ARTC FIX,MTCRPPHLNGL,PRX INTRPHLNGL JT,W/MNIP-TECH",26742,"3,980.00"
26746,OPEN TREATMENT OF CLOSED OR OPEN ARTICULAR FRACTURE EACH-FAC,26746,"7,799.00"
26750,"TRTMENT OF CLOSED DISTAL PHALANGEAL FRACTURE,THM",26750,816.00
26755,DISTAL PHAL FX--FAC,26755,808.00
26756,"PERCUTANEOUS SKELETAL FIX OF DISTAL PHALANGEAL FX, FNGR/THMB",26756,"7,799.00"
26765,OPEN TRTMT CL/OPEN INTERPHALANG--FAC,26765,"7,799.00"
26770,"TRTMNT CLSD INTRPHLNGL JNT DISLC,SNGL W/MNIP,W/O ANES -FAC",26770,"1,081.00"
26775,CLOSED JOINT DISLOC W/MANIPULATION--FAC,26775,854.00
26776,PIN FINGER DISLOCATION--FAC,26776,"7,799.00"
26785,"OPEN TREATMENT CLSD/OPEN INTERPHALANGEAL JOINT DISLOC,SNGL",26785,"8,127.00"
26820,ARTHRODESIS FUSION IN OPPOSITION THUMB W AUTOGENOUS GRAFT,26820,"16,528.00"
26841,"ARTHRODESIS,CARPOMETACARPAL JOINT THUMB W/WO FIXATION--FAC",26841,"16,528.00"
26842,"ARTHRODESIS CARPOMETACARPAL JOINT,THUMB W/AUTOGENOUS GRAFT",26842,"16,528.00"
26843,"ARTHRODESIS, CARPOMETACARPAL JT, DIGIT, OTHER THAN THUMB",26843,"16,528.00"
26844,"CARPOMETACARPAL JOINT, FINGER, WITH GRAFT--FAC",26844,"16,528.00"
26850,ARTHRODESIS METACARPOPHALNGEAL JOINT W/WO SKELETAL FIXATION,26850,"16,528.00"
26852,"ARTHRODESIS METACARPOPHALANGEAL JOINT W/WO FIXATION,W/GRAFT",26852,"16,528.00"
26860,"ARTHRODESIS INTERPHALANGEAL JOINT,W/WO INTERNAL FIXATION",26860,"8,690.00"
26861,"ARTHRODESIS,METACARPOPHALANGEAL JNT,ADDTL INTRPHALANGEAL JNT",26861,"2,250.00"
26862,ARTHRODESIS INTERPHALANGEAL JOINT WITH AUTOGENOUS GRAFT--FAC,26862,"7,799.00"
26863,FUSE/GRAFT ADDED JOINT--FAC,26863,"2,060.00"
26910,AMPUTATE METACARPAL BONE--FAC,26910,"7,622.00"
26951,AMPUTATION FINGER/THUMB--FAC,26951,"7,799.00"
26952,FINGER/THUMB AMP-PRIM OR SEC W/FLAPS--FAC,26952,"7,799.00"
26989,UNLISTED PROC HANDS/FINGERS--FAC,26989,750.00
26990,"INCSN/DRAIN PELVIS OR HIP JOINT AREA,DEEP ABSCESS/HEMATOMA",26990,"7,799.00"
26991,DRAINAGE OF PELVIS BURSA--FAC,26991,"5,489.00"
27000,"TENOTOMY ADDUCTOR OF HIP, PERCUTANEOUS (SEPARATE PROC)-FAC",27000,"5,489.00"
27001,"TENOTOMY, ADDUCTOR, SUBCUTANEOUS, OPEN--FAC",27001,"7,479.00"
27003,INCISION OF HIP TENDON--FAC,27003,"16,528.00"
27006,INCISION OF HIP TENDONS,27006,"8,975.00"
27027,BUTTOCK FASCIOTOMY - FAC,27027,"16,528.00"
27033,"INC,DEEP FOR EXPLORATION OR REMOVAL OF LOOSE/FOREIGN BODY",27033,"10,815.00"
27035,DENERVATION OF HIP JOINT--FAC,27035,"7,479.00"
27040,"BX SOFT TISSUE,SUPERFICIAL--FAC",27040,"3,974.00"
27041,"*BIOPSY,SOFT TISSUE OF PELVIS AND HIP AREA-DEEP--FAC",27041,"3,974.00"
27043,EXC HIP PELVIS LES SC GT 3 CM - FAC,27043,"6,926.00"
27045,EXC HIP/PELV TUM DEEP GT 5 CM - FAC,27045,"7,430.00"
27047,"*EXC,TUMOR/SOFT TISS PELVIS/HIP SUBQ, LESS THAN 3CM--FAC",27047,"6,854.00"
27048,"EXC TUMOR,PELVIS/HIP AREA,SUBFASCIAL (EG IM), LESS THAN 5 C",27048,"6,854.00"
27049,"RAD RESECT TUMOR-SOFT TISSUE PELVIS/HIP, LESS THAN 5CM--FAC",27049,"6,854.00"
27050,"*ARTHROTOMY,FOR BIOPSY-SACROILIAC JOINT--FAC",27050,"4,773.00"
27052,ARTHROTOMY (CAPSULOTOMY) FOR BIOPSY HIP JOINT--FAC,27052,"4,773.00"
270562,"NEW WHEN RENTED: HUMIDIFIER,HEATED, USED W/ POSITIVE AIRWY",E0562,350.00
27057,BUTTOCK FASCIOTOMY W/DBRDMT - FAC,27057,"4,773.00"
27059,RESECT HIP/PELV TUM GTE 5 CM - FAC,27059,"7,238.00"
27060,REMOVAL OF ISCHIAL BURSA--FAC,27060,"7,799.00"
27062,REMOVE FEMUR LESION/BURSA--FAC,27062,"7,799.00"
27065,"EXCISION OF BONE CYST OR BENIGN TUMOR,SUPERFICIAL PELVIS",27065,"7,799.00"
27066,"REMOVAL OF HIP BONE LESION, DEEP--FAC",27066,"7,479.00"
27067,REMOVE/GRAFT HIP BONE LESION--FAC,27067,"16,528.00"
27080,"COCCYGECTOMY,PRIMARY--FAC",27080,"7,479.00"
27086,REMOVE HIP FOREIGN BODY-TECH,27086,"3,974.00"
27087,REMOVAL FOREIGN BODY DEEP-TECH,27087,"7,799.00"
27093,INJECTION FOR HIP X-RAY - FAC,27093,599.00
27095,INJECTION FOR HP X-RAY - FAC,27095,888.00
27096,INJECT SACROILIAC JOINT,27096,"1,584.00"
27097,REVISION OF HIP TENDON--FAC,27097,"7,479.00"
27098,TRANSFER TENDON TO PELVIS--FAC,27098,"7,479.00"
27100,TRANSFER OF ABDOMINAL MUSCLE--FAC,27100,"16,528.00"
27105,TRANSFER OF SPINAL MUSCLE--FAC,27105,"10,815.00"
27110,"TRANSFER OF ILIOPSOAS, TO GREATER TROCHANER OF FEMUS - FAC",27110,"16,528.00"
27111,TRANSFER OF ILIOPSOAS MUSCLE - -FAC,27111,"10,815.00"
27179,REVISE HEAD/NECK OF FEMUR - FAC,27179,"18,170.00"
27197,CLSD TX PELVIC RING FX - FAC,27197,816.00
27198,"CLSD TX PELVIC RING FX, WITH MANIP - FAC",27198,816.00
27200,TREAT TAIL BONE FRACTURE--FAC,27200,816.00
27202,REPAIR TAIL BONE FRACTURE--FAC,27202,"12,152.00"
2721568,"NEW WHEN RENTED: HUMIDIFIER, H4I HEATED",E0562,350.00
27216,PERC SKELETAL FIXATION OF POST PELVIC BONE FX AND/OR DISLOC,27216,"16,528.00"
27220,TREAT HIP SOCKET FRACTURE--FAC,27220,816.00
2722418,"NEW WHEN RENTED: CPAP, PR AUTO SYSTEM ONE WITH A-FLEX",E0601,"1,100.00"
2722419,"NEW WHEN RENTED: HUMIDIFIER, PR SYSTEM ONE",E0562,350.00
2722595,NEW WHEN RENTED: PR SYSTEM W ONE REMSTAR PRO CPAP HEATED HU,E0601,"1,100.00"
27230,TREAT FRACTURE OF THIGH--FAC,27230,816.00
2723100,"NEW WHEN RENTED: BIPAP, PR AUTO SYSTEM ONE",E0470,"1,700.00"
27235,"PERCU FIXATION OF FEMORAL FX, PROXIMAL END, NECK - FAC",27235,"16,528.00"
27236,"OPEN REDUCT FX FEMUR, PROX END, NECK, FIXAT PROSTH REPLACE",27236,"5,575.00"
27238,TREATMENT OF THIGH FRACTRE--FAC,27238,"3,980.00"
27246,TREATMENT OF THIGH FRACTURE - -FAC,27246,816.00
2724646,"NEW WHEN RENTED: CPAP, S9 ELITE",E0601,"1,100.00"
2724682,NEW WHEN RENTED: HUMIDIFIER 5I,E0562,350.00
2724721,"NEW WHEN RENTED: CPAP, S9 AUTOSET",E0601,"1,100.00"
27248,"FEMUR, FRAC, GTR TROCHANTER, CLOSED OR OPEN, OPEN RED",27248,"16,528.00"
27250,TREATMENT OF CLOSED HIP DISLOCATION,27250,"1,056.00"
2725000,"NEW WHEN RENTED: BIPAP, AUTOSV",E0471,"2,800.00"
27252,TREAT HIP DISLOCATION,27252,"3,980.00"
27256,TREATMENT OF HIP DISLOCATION--FAC,27256,816.00
27257,"TMT OF CONGENITAL HIP DISLC BY ABDCTN/SPLNT/TRACTION,W/MANIP",27257,"3,980.00"
27265,"TREATMENT OF ATRAUMATIC HIP DISLOCATION,W/O ANESTHESIA--FAC",27265,"1,227.00"
27266,CLSD TRMNT PST HIP ARTHRPLSTY DISLC;REQ REG/GEN ANES---FAC,27266,"4,020.00"
27267,CLTX THIGH FX - FAC,27267,"4,121.00"
27275,"*MANIPULATION,HIP JOINT,REQUIRING GENERAL ANESTHESIA--FAC",27275,"3,980.00"
27279,ARTHRODESIS SACROILIAC JOINT - FAC,27279,"45,314.00"
27299,UNLISTED PROCEDURE PELVIS OR HIP--FAC,27299,900.00
27301,"I&D DEEP ABS,INFCTD BURSA/HEMTOMA,THGH/KNEE REGN-TECH",27301,"6,432.00"
2730265,NEW WHEN RENTED: VPAP S9 AUTO,E0470,"1,700.00"
27305,"ILIO-TIBIAL FASCIOTOMY (TENOTOMY), OPEN--FAC",27305,"7,799.00"
27306,"TENOTOMY,SUBCUTANEOUS - CLOSED,ABDUCTORE OR HAMSTRING,SINGLE",27306,"4,773.00"
27307,"TENOTOMY SUBCUTANEOUS CLOSED ABDUCTOR OR HAMSTRING, MULTIPLE",27307,"8,528.00"
2730761,"NEW WHEN RENTED: VPAP, S9 ADAPT SV",E0471,"2,800.00"
27310,"ARTHROTOMY KNEE W/EXPL, DRAINAGE OR REMOVAL OF FOREIGN BODY",27310,"8,975.00"
2731141,"NEW WHEN RENTED: VPAP, S9 ST",E0471,"2,000.00"
27323,"*BIOPSY,SOFT TISSUE OF THIGH OR KNEE AREA-SUPERFICIAL--FAC",27323,"3,974.00"
27324,"*BIOPSY,SOFT TISSUE OF THIGH OR KNEE AREA-DEEP--FAC",27324,"7,175.00"
27325,"NEURECTOMY, HAMSTRING - FAC",27325,"4,748.00"
27326,"NEURECTOMY, POPLITEAL - FAC",27326,"4,748.00"
27327,"EXCISION,TUMOR, SOFT TISS, THIGH/KNEE, SUBQ, LESS THAN 3CM",27327,"6,243.00"
27328,"EXC TUMOR, SOFT TISS THIGH/KNEE SUBFASCIAL, LESS THAN 5CM",27328,"7,664.00"
27329,"RAD RESECT TUMOR,SOFT TISSUE THIGH/KNEE AREA, LESS THAN 5CM",27329,"6,854.00"
27330,ARTHROTOMY KNEE FOR SYNOVIAL BIOPSY--FAC,27330,"7,479.00"
27331,"ARTHROTOMY KNEE W/JNT EXPLORATION,W/WO REMOVAL LOOSE BODIES",27331,"8,601.00"
27332,ARTHROTOMY KNEE EXCISION OF SEMILINEAR CARTILAGE MEDIAL/LAT,27332,"7,479.00"
27333,ARTHROTOMY KNEE MENISCECTOMY MEDIAL AND LATERAL--FAC,27333,"7,479.00"
27334,ARTHROTOMY KNEE FOR SYNOVECTOMY ANTERIOR POSTERIOR--FAC,27334,"10,338.00"
27335,ARTHROTOMY KNEE SYNOVECTOMY ANTERIOR AND POSTERIOR--FAC,27335,"16,528.00"
27337,EXC THIGH/KNEE LES SC GT 3 CM - FAC,27337,"8,183.00"
2733839,"NEW WHEN RENTED: CPAP, PR SYSTEM ONE REMSTAR AUTO 560",E0601,"1,100.00"
27339,EXC THIGH/KNEE TUM DEEP GT 5CM - FAC,27339,"9,597.00"
27340,"*EXCISION,PREPATELLAR BURSA--FAC",27340,"7,799.00"
